Query,Response,Category
0x139C,The cluster resource could not be deleted or brought offline because it is the quorum resource.,Cluster
0x139D,The cluster could not make the specified resource a quorum resource because it is not capable of being a quorum resource.,Cluster
0x139E,The cluster software is shutting down.,Cluster
0x139F,The group or resource is not in the correct state to perform the requested operation.,Cluster
0x13A0,The properties were stored but not all changes will take effect until the next time the resource is brought online.,Cluster
0x13A1,The cluster could not make the specified resource a quorum resource because it does not belong to a shared storage class.,Cluster
0x13A2,The cluster resource could not be deleted since it is a core resource.,Cluster
0x13A3,The quorum resource failed to come online.,Cluster
0x13A4,The quorum log could not be created or mounted successfully.,Cluster
0x13A5,The cluster log is corrupt.,Cluster
0x13A6,The record could not be written to the cluster log since it exceeds the maximum size.,Cluster
0x13D9,No authentication package could be registered with the RPC server.,RPC
0x13DA,You cannot bring the group online because the owner of the group is not in the preferred list for the group.,Cluster
0x13DB,The join operation failed because the cluster database sequence number has changed or is incompatible with the locker node.,Cluster
0x13DC,The resource monitor will not allow the fail operation to be performed while the resource is in its current state.,Cluster
0x13DD,A non-locker code got a request to reserve the lock for making global updates.,Cluster
0x13DE,The quorum disk could not be located by the cluster service.,Cluster
0x13DF,The backed-up cluster database is possibly corrupt.,Cluster
0x13E0,A DFS root already exists in this cluster node.,DFS
0x13E1,An attempt to modify a resource property failed because it conflicts with another existing property.,Cluster
0x1702,An operation was attempted that is incompatible with the current membership state of the node.,Cluster
0x1703,The quorum resource does not contain the quorum log.,Cluster
0x1704,The membership engine requested shutdown of the cluster service on this node.,Cluster
0x1705,The join operation failed because the cluster instance ID of the joining node does not match the cluster instance ID of the sponsor node.,Cluster
0x1706,A matching cluster network for the specified IP address could not be found.,Network
0x1707,The actual data type of the property did not match the expected data type of the property.,Cluster
0x1158,The copy offload read operation is not supported by a filter.,File System
0x1159,The copy offload write operation is not supported by a filter.,File System
0x115A,The copy offload read operation is not supported for the file.,File System
0x115B,The copy offload write operation is not supported for the file.,File System
0x1194,Single Instance Storage is not available on this volume.,Storage
0x1389,The operation cannot be completed because other resources are dependent on this resource.,Cluster
0x138A,The cluster resource dependency cannot be found.,Cluster
0x138B,The cluster resource cannot be made dependent on the specified resource because it is already dependent.,Cluster
0x138C,The cluster resource is not online.,Cluster
0x138D,A cluster node is not available for this operation.,Cluster
0x138E,The cluster resource is not available.,Cluster
0x138F,The cluster resource could not be found.,Cluster
0x1390,The cluster is being shut down.,Cluster
0x1391,A cluster node cannot be evicted from the cluster unless the node is down or it is the last node.,Cluster
0x1392,The object already exists.,Cluster
0x1393,The object is already in the list.,Cluster
0x1394,The cluster group is not available for any new requests.,Cluster
0x1395,The cluster group could not be found.,Cluster
0x1396,The operation could not be completed because the cluster group is not online.,Cluster
0x1397,The operation failed because either the specified cluster node is not the owner of the resource or the node is not a possible owner of the resource.,Cluster
0x1398,The operation failed because either the specified cluster node is not the owner of the group or the node is not a possible owner of the group.,Cluster
0x1399,The cluster resource could not be created in the specified resource monitor.,Cluster
0x139A,The cluster resource could not be brought online by the resource monitor.,Cluster
0x139B,The operation could not be completed because the cluster resource is online.,Cluster
0x139C,The cluster resource could not be deleted or brought offline because it is the quorum resource.,Cluster
0x139D,The cluster could not make the specified resource a quorum resource because it is not capable of being a quorum resource.,Cluster
0x139E,The cluster software is shutting down.,Cluster
0x139F,The group or resource is not in the correct state to perform the requested operation.,Cluster
0x13A0,The properties were stored but not all changes will take effect until the next time the resource is brought online.,Cluster
0x13A1,The cluster could not make the specified resource a quorum resource because it does not belong to a shared storage class.,Cluster
0x13A2,The cluster resource could not be deleted since it is a core resource.,Cluster
0x13A3,The quorum resource failed to come online.,Cluster
0x13A4,The quorum log could not be created or mounted successfully.,Cluster
0x13A5,The cluster log is corrupt.,Cluster
0x13A6,The record could not be written to the cluster log since it exceeds the maximum size.,Cluster
0x13D9,No authentication package could be registered with the RPC server.,RPC
0x13DA,You cannot bring the group online because the owner of the group is not in the preferred list for the group.,Cluster
0x13DB,The join operation failed because the cluster database sequence number has changed or is incompatible with the locker node.,Cluster
0x13DC,The resource monitor will not allow the fail operation to be performed while the resource is in its current state.,Cluster
0x13DD,A non-locker code got a request to reserve the lock for making global updates.,Cluster
0x13DE,The quorum disk could not be located by the cluster service.,Cluster
0x13DF,The backed-up cluster database is possibly corrupt.,Cluster
0x13E0,A DFS root already exists in this cluster node.,DFS
0x13E1,An attempt to modify a resource property failed because it conflicts with another existing property.,Cluster
0x1702,An operation was attempted that is incompatible with the current membership state of the node.,Cluster
0x1703,The quorum resource does not contain the quorum log.,Cluster
0x1704,The membership engine requested shutdown of the cluster service on this node.,Cluster
0x1705,The join operation failed because the cluster instance ID of the joining node does not match the cluster instance ID of the sponsor node.,Cluster
0x1706,A matching cluster network for the specified IP address could not be found.,Network
0x1707,The actual data type of the property did not match the expected data type of the property.,Cluster
0x1708,The cluster node was evicted from the cluster successfully but the node was not cleaned up.,Cluster
0x1709,Two or more parameter values specified for a resource's properties are in conflict.,Cluster
0x170A,This computer cannot be made a member of a cluster.,Cluster
0x170B,This computer cannot be made a member of a cluster because it does not have the correct version of Windows installed.,Cluster
0x170C,A cluster cannot be created with the specified cluster name because that cluster name is already in use.,Cluster
0x170D,The cluster configuration action has already been committed.,Cluster
0x170E,The cluster configuration action could not be rolled back.,Cluster
0x170F,The drive letter assigned to a system disk on one node conflicted with the drive letter assigned to a disk on another node.,Cluster
0x1710,One or more nodes in the cluster are running a version of Windows that does not support this operation.,Cluster
0x1711,The name of the corresponding computer account doesn't match the Network Name for this resource.,Cluster
0x1712,No network adapters are available.,Network
0x1713,The cluster node has been poisoned.,Cluster
0x1714,The group is unable to accept the request since it is moving to another node.,Cluster
0x172B,The RHS process failed to initialize.,Cluster
0x172C,The Failover Clustering feature is not installed on this node.,Cluster
0x172D,The resources must be online on the same node for this operation.,Cluster
0x172E,A new node cannot be added since this cluster is already at its maximum number of nodes.,Cluster
0x172F,This cluster cannot be created since the specified number of nodes exceeds the maximum allowed limit.,Cluster
0x1730,An attempt to use the specified cluster name failed because an enabled computer object with the given name already exists in the domain.,Cluster
0x1731,This cluster cannot be destroyed. It has non-core application groups which must be deleted before the cluster can be destroyed.,Cluster
0x1732,File share associated with file share witness resource cannot be hosted by this cluster or any of its nodes.,Cluster
0x1733,Eviction of this node is invalid at this time. Due to quorum requirements node eviction will result in cluster shutdown.,Cluster
0x1734,Only one instance of this resource type is allowed in the cluster.,Cluster
0x1735,Only one instance of this resource type is allowed per resource group.,Cluster
0x1736,The resource failed to come online due to the failure of one or more provider resources.,Cluster
0x1737,The resource has indicated that it cannot come online on any node.,Cluster
0x1738,The current operation cannot be performed on this group at this time.,Cluster
0x1739,The directory or file is not located on a cluster shared volume.,Cluster
0x173A,The Security Descriptor does not meet the requirements for a cluster.,Cluster
0x173B,There are one or more shared volume resources configured in the cluster.,Cluster
0x173C,This group or resource cannot be directly manipulated.,Cluster
0x173D,Backup is in progress.,Cluster
0x173E,The path does not belong to a cluster shared volume.,Cluster
0x173F,The cluster shared volume is not locally mounted on this node.,Cluster
0x1740,The cluster watchdog is terminating.,Cluster
0x1741,A resource vetoed a move between two nodes because they are incompatible.,Cluster
0x1742,Node weight cannot be changed while the cluster is in disk-only quorum mode or it would violate minimum quorum requirements.,Cluster
0x1743,The resource vetoed the call.,Cluster
0x1744,Resource could not start or run due to insufficient system resources.,Cluster
0x1745,A resource vetoed a move between two nodes due to insufficient resources on the destination.,Cluster
0x1746,A resource vetoed a move between two nodes due to insufficient resources on the source.,Cluster
0x1747,The requested operation cannot be completed because the group is queued for an operation.,Cluster
0x1748,The requested operation cannot be completed because a resource has locked status.,Cluster
0x1749,The resource cannot move to another node because a cluster shared volume vetoed the operation.,Cluster
0x174A,A node drain is already in progress.,Cluster
0x174B,Clustered storage is not connected to the node.,Cluster
0x174C,The disk is not configured for CSV use.,Cluster
0x174D,The resource must be part of the Available Storage group to complete this action.,Cluster
0x174E,CSVFS failed operation as volume is in redirected mode.,Cluster
0x174F,CSVFS failed operation as volume is not in redirected mode.,Cluster
0x1750,Cluster properties cannot be returned at this time.,Cluster
0x1751,The clustered disk resource contains unsupported snapshot diff area for shared volumes.,Cluster Resource
0x1752,The operation cannot be completed because the resource is in maintenance mode.,Cluster Resource
0x1753,The operation cannot be completed due to cluster affinity conflicts.,Cluster Resource
0x1754,The operation cannot be completed because the resource is a replica virtual machine.,Cluster Resource
0x1770,The error 0x1770 (ERROR_ENCRYPTION_FAILED) occurs when the specified file could not be encrypted.,Encryption
0x1771,The error 0x1771 (ERROR_DECRYPTION_FAILED) occurs when the specified file could not be decrypted.,Encryption
0x1772,The error 0x1772 (ERROR_FILE_ENCRYPTED) indicates that the specified file is encrypted and the user does not have the ability to decrypt it.,Encryption
0x1773,The error 0x1773 (ERROR_NO_RECOVERY_POLICY) occurs when there is no valid encryption recovery policy configured for the system.,Encryption
0x1774,The error 0x1774 (ERROR_NO_EFS) means the required encryption driver is not loaded for the system.,Encryption
0x1775,The error 0x1775 (ERROR_WRONG_EFS) occurs when the file was encrypted with a different encryption driver than the one currently loaded.,Encryption
0x1776,The error 0x1776 (ERROR_NO_USER_KEYS) indicates that there are no EFS keys defined for the user.,Encryption
0x1777,The error 0x1777 (ERROR_FILE_NOT_ENCRYPTED) means the specified file is not encrypted.,Encryption
0x1778,The error 0x1778 (ERROR_NOT_EXPORT_FORMAT) occurs when the specified file is not in the defined EFS export format.,Encryption
0x1779,The error 0x1779 (ERROR_FILE_READ_ONLY) means the specified file is read-only.,Encryption
0x177A,The error 0x177A (ERROR_DIR_EFS_DISALLOWED) occurs when encryption is disabled for the directory.,Encryption
0x177B,The error 0x177B (ERROR_EFS_SERVER_NOT_TRUSTED) indicates that the server is not trusted for remote encryption operations.,Encryption
0x177C,The error 0x177C (ERROR_BAD_RECOVERY_POLICY) means the recovery policy contains an invalid recovery certificate.,Encryption
0x177D,The error 0x177D (ERROR_EFS_ALG_BLOB_TOO_BIG) occurs when the encryption algorithm needs a larger key buffer than the destination file provides.,Encryption
0x177E,The error 0x177E (ERROR_VOLUME_NOT_SUPPORT_EFS) means the disk partition does not support file encryption.,Encryption
0x177F,The error 0x177F (ERROR_EFS_DISABLED) indicates that file encryption is disabled on the machine.,Encryption
0x1780,The error 0x1780 (ERROR_EFS_VERSION_NOT_SUPPORT) occurs when a newer system is required to decrypt an encrypted file.,Encryption
0x1781,The error 0x1781 (ERROR_CS_ENCRYPTION_INVALID_SERVER_RESPONSE) means the remote server sent an invalid response while opening a file with Client Side Encryption.,Encryption
0x1782,The error 0x1782 (ERROR_CS_ENCRYPTION_UNSUPPORTED_SERVER) occurs when Client Side Encryption is not supported by the server even though it claims to support it.,Encryption
0x1783,The error 0x1783 (ERROR_CS_ENCRYPTION_EXISTING_ENCRYPTED_FILE) means the file is encrypted and should be opened in Client Side Encryption mode.,Encryption
0x1784,The error 0x1784 (ERROR_CS_ENCRYPTION_NEW_ENCRYPTED_FILE) occurs when a new encrypted file is created and a $EFS file needs to be provided.,Encryption
0x1785,The error 0x1785 (ERROR_CS_ENCRYPTION_FILE_NOT_CSE) means the SMB client requested a CSE FSCTL on a non-CSE file.,Encryption
0x1786,The error 0x1786 (ERROR_ENCRYPTION_POLICY_DENIES_OPERATION) occurs when the requested operation is blocked by policy.,Encryption
0x17E6,The error 0x17E6 (ERROR_NO_BROWSER_SERVERS_FOUND) occurs when the list of servers for a workgroup is not available.,Network
0x1838,The error 0x1838 (SCHED_E_SERVICE_NOT_LOCALSYSTEM) indicates that the Task Scheduler service must be configured to run in the System account.,Task Scheduler
0x19C8,The error 0x19C8 (ERROR_LOG_SECTOR_INVALID) occurs when the log service encounters an invalid log sector.,Log Service
0x19C9,The error 0x19C9 (ERROR_LOG_SECTOR_PARITY_INVALID) occurs when the log service encounters a log sector with invalid block parity.,Log Service
0x19CA,The error 0x19CA (ERROR_LOG_SECTOR_REMAPPED) indicates that the log service encountered a remapped log sector.,Log Service
0x19CB,The error 0x19CB (ERROR_LOG_BLOCK_INCOMPLETE) occurs when the log service encounters a partial or incomplete log block.,Log Service
0x19CC,The error 0x19CC (ERROR_LOG_INVALID_RANGE) means the log service encountered an attempt to access data outside the active log range.,Log Service
0x19CD,The error 0x19CD (ERROR_LOG_BLOCKS_EXHAUSTED) occurs when the log service's user marshalling buffers are exhausted.,Log Service
0x19CE,The error 0x19CE (ERROR_LOG_READ_CONTEXT_INVALID) indicates that the log service encountered an attempt to read from a marshalling area with an invalid read context.,Log Service
0x19CF,The error 0x19CF (ERROR_LOG_RESTART_INVALID) occurs when the log service encounters an invalid log restart area.,Log Service
0x19D0,The error 0x19D0 (ERROR_LOG_BLOCK_VERSION) indicates that the log service encountered an invalid log block version.,Log Service
0x19D1,The error 0x19D1 (ERROR_LOG_BLOCK_INVALID) means the log service encountered an invalid log block.,Log Service
0x19D2,The error 0x19D2 (ERROR_LOG_READ_MODE_INVALID) occurs when the log service encounters an attempt to read the log with an invalid read mode.,Log Service
0x19D3,The error 0x19D3 (ERROR_LOG_NO_RESTART) means the log service encountered a log stream with no restart area.,Log Service
0x19D4,The error 0x19D4 (ERROR_LOG_METADATA_CORRUPT) indicates that the log service encountered a corrupted metadata file.,Log Service
0x19D5,The error 0x19D5 (ERROR_LOG_METADATA_INVALID) occurs when the log service encountered a metadata file that could not be created by the log file system.,Log Service
0x19D6,The error 0x19D6 (ERROR_LOG_METADATA_INCONSISTENT) means the log service encountered a metadata file with inconsistent data.,Log Service
0x19D7,The error 0x19D7 (ERROR_LOG_RESERVATION_INVALID) occurs when the log service encountered an attempt to allocate or dispose of reservation space erroneously.,Log Service
0x19D8,The error 0x19D8 (ERROR_LOG_CANT_DELETE) means the log service cannot delete the log file or its container.,Log Service
0x19D9,The error 0x19D9 (ERROR_LOG_CONTAINER_LIMIT_EXCEEDED) indicates that the log service has reached the maximum allowable containers allocated to a log file.,Log Service
0x19DA,The error 0x19DA (ERROR_LOG_START_OF_LOG) occurs when the log service attempts to read or write backward past the start of the log.,Log Service
0x19DB,The error 0x19DB (ERROR_LOG_POLICY_ALREADY_INSTALLED) means a log policy of the same type is already present.,Log Service
0x19DC,The error 0x19DC (ERROR_LOG_POLICY_NOT_INSTALLED) occurs when the log policy was not installed at the time of the request.,Log Service
0x1751,The clustered disk resource contains unsupported snapshot diff area for shared volumes.,Cluster Resource
0x1752,The operation cannot be completed because the resource is in maintenance mode.,Cluster Resource
0x1753,The operation cannot be completed due to cluster affinity conflicts.,Cluster Resource
0x1754,The operation cannot be completed because the resource is a replica virtual machine.,Cluster Resource
0x1770,The error 0x1770 (ERROR_ENCRYPTION_FAILED) occurs when the specified file could not be encrypted.,Encryption
0x1771,The error 0x1771 (ERROR_DECRYPTION_FAILED) occurs when the specified file could not be decrypted.,Encryption
0x1772,The error 0x1772 (ERROR_FILE_ENCRYPTED) indicates that the specified file is encrypted and the user does not have the ability to decrypt it.,Encryption
0x1773,The error 0x1773 (ERROR_NO_RECOVERY_POLICY) occurs when there is no valid encryption recovery policy configured for the system.,Encryption
0x1774,The error 0x1774 (ERROR_NO_EFS) means the required encryption driver is not loaded for the system.,Encryption
0x1775,The error 0x1775 (ERROR_WRONG_EFS) occurs when the file was encrypted with a different encryption driver than the one currently loaded.,Encryption
0x1776,The error 0x1776 (ERROR_NO_USER_KEYS) indicates that there are no EFS keys defined for the user.,Encryption
0x1777,The error 0x1777 (ERROR_FILE_NOT_ENCRYPTED) means the specified file is not encrypted.,Encryption
0x1778,The error 0x1778 (ERROR_NOT_EXPORT_FORMAT) occurs when the specified file is not in the defined EFS export format.,Encryption
0x1779,The error 0x1779 (ERROR_FILE_READ_ONLY) means the specified file is read-only.,Encryption
0x177A,The error 0x177A (ERROR_DIR_EFS_DISALLOWED) occurs when encryption is disabled for the directory.,Encryption
0x177B,The error 0x177B (ERROR_EFS_SERVER_NOT_TRUSTED) indicates that the server is not trusted for remote encryption operations.,Encryption
0x177C,The error 0x177C (ERROR_BAD_RECOVERY_POLICY) means the recovery policy contains an invalid recovery certificate.,Encryption
0x177D,The error 0x177D (ERROR_EFS_ALG_BLOB_TOO_BIG) occurs when the encryption algorithm needs a larger key buffer than the destination file provides.,Encryption
0x177E,The error 0x177E (ERROR_VOLUME_NOT_SUPPORT_EFS) means the disk partition does not support file encryption.,Encryption
0x177F,The error 0x177F (ERROR_EFS_DISABLED) indicates that file encryption is disabled on the machine.,Encryption
0x1780,The error 0x1780 (ERROR_EFS_VERSION_NOT_SUPPORT) occurs when a newer system is required to decrypt an encrypted file.,Encryption
0x1781,The error 0x1781 (ERROR_CS_ENCRYPTION_INVALID_SERVER_RESPONSE) means the remote server sent an invalid response while opening a file with Client Side Encryption.,Encryption
0x1782,The error 0x1782 (ERROR_CS_ENCRYPTION_UNSUPPORTED_SERVER) occurs when Client Side Encryption is not supported by the server even though it claims to support it.,Encryption
0x1783,The error 0x1783 (ERROR_CS_ENCRYPTION_EXISTING_ENCRYPTED_FILE) means the file is encrypted and should be opened in Client Side Encryption mode.,Encryption
0x1784,The error 0x1784 (ERROR_CS_ENCRYPTION_NEW_ENCRYPTED_FILE) occurs when a new encrypted file is created and a $EFS file needs to be provided.,Encryption
0x1785,The error 0x1785 (ERROR_CS_ENCRYPTION_FILE_NOT_CSE) means the SMB client requested a CSE FSCTL on a non-CSE file.,Encryption
0x1786,The error 0x1786 (ERROR_ENCRYPTION_POLICY_DENIES_OPERATION) occurs when the requested operation is blocked by policy.,Encryption
0x17E6,The error 0x17E6 (ERROR_NO_BROWSER_SERVERS_FOUND) occurs when the list of servers for a workgroup is not available.,Network
0x1838,The error 0x1838 (SCHED_E_SERVICE_NOT_LOCALSYSTEM) indicates that the Task Scheduler service must be configured to run in the System account.,Task Scheduler
0x19C8,The error 0x19C8 (ERROR_LOG_SECTOR_INVALID) occurs when the log service encounters an invalid log sector.,Log Service
0x19C9,The error 0x19C9 (ERROR_LOG_SECTOR_PARITY_INVALID) occurs when the log service encounters a log sector with invalid block parity.,Log Service
0x19CA,The error 0x19CA (ERROR_LOG_SECTOR_REMAPPED) indicates that the log service encountered a remapped log sector.,Log Service
0x19CB,The error 0x19CB (ERROR_LOG_BLOCK_INCOMPLETE) occurs when the log service encounters a partial or incomplete log block.,Log Service
0x19CC,The error 0x19CC (ERROR_LOG_INVALID_RANGE) means the log service encountered an attempt to access data outside the active log range.,Log Service
0x19CD,The error 0x19CD (ERROR_LOG_BLOCKS_EXHAUSTED) occurs when the log service's user marshalling buffers are exhausted.,Log Service
0x19CE,The error 0x19CE (ERROR_LOG_READ_CONTEXT_INVALID) indicates that the log service encountered an attempt to read from a marshalling area with an invalid read context.,Log Service
0x19CF,The error 0x19CF (ERROR_LOG_RESTART_INVALID) occurs when the log service encounters an invalid log restart area.,Log Service
0x19D0,The error 0x19D0 (ERROR_LOG_BLOCK_VERSION) indicates that the log service encountered an invalid log block version.,Log Service
0x19D1,The error 0x19D1 (ERROR_LOG_BLOCK_INVALID) means the log service encountered an invalid log block.,Log Service
0x19D2,The error 0x19D2 (ERROR_LOG_READ_MODE_INVALID) occurs when the log service encounters an attempt to read the log with an invalid read mode.,Log Service
0x19D3,The error 0x19D3 (ERROR_LOG_NO_RESTART) means the log service encountered a log stream with no restart area.,Log Service
0x19D4,The error 0x19D4 (ERROR_LOG_METADATA_CORRUPT) indicates that the log service encountered a corrupted metadata file.,Log Service
0x19D5,The error 0x19D5 (ERROR_LOG_METADATA_INVALID) occurs when the log service encountered a metadata file that could not be created by the log file system.,Log Service
0x19D6,The error 0x19D6 (ERROR_LOG_METADATA_INCONSISTENT) means the log service encountered a metadata file with inconsistent data.,Log Service
0x19D7,The error 0x19D7 (ERROR_LOG_RESERVATION_INVALID) occurs when the log service encountered an attempt to allocate or dispose of reservation space erroneously.,Log Service
0x19D8,The error 0x19D8 (ERROR_LOG_CANT_DELETE) means the log service cannot delete the log file or its container.,Log Service
0x19D9,The error 0x19D9 (ERROR_LOG_CONTAINER_LIMIT_EXCEEDED) indicates that the log service has reached the maximum allowable containers allocated to a log file.,Log Service
0x19DA,The error 0x19DA (ERROR_LOG_START_OF_LOG) occurs when the log service attempts to read or write backward past the start of the log.,Log Service
0x19DB,The error 0x19DB (ERROR_LOG_POLICY_ALREADY_INSTALLED) means a log policy of the same type is already present.,Log Service
0x19DC,The error 0x19DC (ERROR_LOG_POLICY_NOT_INSTALLED) occurs when the log policy was not installed at the time of the request.,Log Service
0x19DD,The error 0x19DD (ERROR_LOG_POLICY_INVALID) indicates that the installed set of policies on the log is invalid. Check and correct the log policies for validity.,Log Service
0x19DE,The error 0x19DE (ERROR_LOG_POLICY_CONFLICT) occurs when a policy on the log prevents the operation from completing. Resolve the policy conflict before proceeding.,Log Service
0x19DF,The error 0x19DF (ERROR_LOG_PINNED_ARCHIVE_TAIL) means log space cannot be reclaimed because the log is pinned by the archive tail. Free space or modify the archive tail to proceed.,Log Service
0x19E0,The error 0x19E0 (ERROR_LOG_RECORD_NONEXISTENT) indicates that the log record is not a valid record in the log file. Verify the record's existence and validity.,Log Service
0x19E1,The error 0x19E1 (ERROR_LOG_RECORDS_RESERVED_INVALID) means the number of reserved log records is invalid. Adjust the reserved log records to valid values.,Log Service
0x19E2,The error 0x19E2 (ERROR_LOG_SPACE_RESERVED_INVALID) occurs when the reserved log space or its adjustment is invalid. Ensure the log space reservation is correctly configured.,Log Service
0x19E3,The error 0x19E3 (ERROR_LOG_TAIL_INVALID) means an archive tail or the base of the active log is invalid. Correct the configuration of the log tail or base.,Log Service
0x19E4,The error 0x19E4 (ERROR_LOG_FULL) indicates that the log space is exhausted. Free up space or adjust the log capacity to resolve this issue.,Log Service
0x19E5,The error 0x19E5 (ERROR_COULD_NOT_RESIZE_LOG) occurs when the log could not be resized to the requested size. Check log settings and ensure sufficient resources are available.,Log Service
0x19E6,The error 0x19E6 (ERROR_LOG_MULTIPLEXED) means the log is multiplexed and no direct writes to the physical log are allowed. Use the appropriate multiplexing method for the log.,Log Service
0x19E7,The error 0x19E7 (ERROR_LOG_LOGGING_DISABLED) indicates logging has been disabled for the log. Enable logging to proceed with the requested operation.,Log Service
0x1A42,The error 0x1A42 (ERROR_TRANSACTION_OBJECT_EXPIRED) happens when the associated transaction manager or resource manager has been closed making the handle no longer valid. Reopen or reinitialize the transaction manager or resource manager.,Transaction Management
0x1A43,The error 0x1A43 (ERROR_TRANSACTION_RESPONSE_NOT_ENLISTED) means the specified operation could not be performed on a Superior enlistment because it wasn't created with the corresponding completion response. Ensure proper enlistment responses are provided.,Transaction Management
0x1A44,The error 0x1A44 (ERROR_TRANSACTION_RECORD_TOO_LONG) occurs when a transaction log record is too long which can be caused by too many Enlistments or lengthy RecoveryInformation. Optimize the size of transaction records or reduce the number of Enlistments.,Transaction Management
0x1A45,The error 0x1A45 (ERROR_IMPLICIT_TRANSACTION_NOT_SUPPORTED) indicates that implicit transactions are not supported in the current environment. Use explicit transactions instead of implicit ones.,Transaction Management
0x1A46,The error 0x1A46 (ERROR_TRANSACTION_INTEGRITY_VIOLATED) happens when the kernel transaction manager has to abort a transaction due to blocking forward progress. Check for resource or process locks that might prevent progress.,Transaction Management
0x1A47,The error 0x1A47 (ERROR_TRANSACTIONMANAGER_IDENTITY_MISMATCH) occurs when the supplied TransactionManager identity does not match the one recorded in its log file. Verify that the correct identity is being used.,Transaction Management
0x1A48,The error 0x1A48 (ERROR_RM_CANNOT_BE_FROZEN_FOR_SNAPSHOT) indicates that a transactional resource manager cannot be frozen in its current state. Try performing the snapshot operation again once the resource manager is in a stable state.,Transaction Management
0x1A49,The error 0x1A49 (ERROR_TRANSACTION_MUST_WRITETHROUGH) occurs when trying to enlist a transaction after the PrePrepare phase. Ensure the ResourceManager switches to write-through mode to handle the transaction properly.,Transaction Management
0x1A4A,The error 0x1A4A (ERROR_TRANSACTION_NO_SUPERIOR) indicates that the transaction does not have a superior enlistment. Check the transaction setup to ensure proper enlistment hierarchy.,Transaction Management
0x1A4B,The error 0x1A4B (ERROR_HEURISTIC_DAMAGE_POSSIBLE) indicates a potential issue during the commit phase where part of the transaction tree might not have committed correctly leading to inconsistency. Verify data consistency after the transaction commit.,Transaction Management
0x1A90,The error 0x1A90 (ERROR_TRANSACTIONAL_CONFLICT) happens when a name reserved for use by another transaction is attempted for use in the current one. Ensure that the transaction names do not conflict with existing names.,Transaction Management
0x1A91,The error 0x1A91 (ERROR_RM_NOT_ACTIVE) occurs when transaction support in a resource manager has not started or has been shut down. Start or recover the ResourceManager before attempting further transactions.,Transaction Management
0x1A92,The error 0x1A92 (ERROR_RM_METADATA_CORRUPT) happens when the metadata for a Resource Manager is corrupted preventing it from functioning. Repair the Resource Manager's metadata to resolve the issue.,Transaction Management
0x1A93,The error 0x1A93 (ERROR_DIRECTORY_NOT_RM) indicates that the specified directory does not contain a resource manager. Ensure the directory points to the correct resource manager location.,Transaction Management
0x1A95,The error 0x1A95 (ERROR_TRANSACTIONS_UNSUPPORTED_REMOTE) means that the remote server or share does not support transacted file operations. Ensure the remote system supports transaction operations before proceeding.,Transaction Management
0x1A96,The error 0x1A96 (ERROR_LOG_RESIZE_INVALID_SIZE) indicates that the requested log size is invalid. Ensure the size is within the allowable range for transaction logs.,Transaction Management
0x1A97,The error 0x1A97 (ERROR_OBJECT_NO_LONGER_EXISTS) occurs when an object (file stream link) has been deleted by a transaction savepoint rollback. Verify the object exists before performing further operations.,Transaction Management
0x1A98,The error 0x1A98 (ERROR_STREAM_MINIVERSION_NOT_FOUND) happens when a specific file miniversion is not found for a transacted file open. Check the file versions and ensure the correct miniversion is available.,Transaction Management
0x1A99,The error 0x1A99 (ERROR_STREAM_MINIVERSION_NOT_VALID) occurs when the miniversion is invalidated most likely due to a transaction savepoint rollback. Ensure that the transaction is properly handled before accessing miniversions.,Transaction Management
0x1A9A,The error 0x1A9A (ERROR_MINIVERSION_INACCESSIBLE_FROM_SPECIFIED_TRANSACTION) indicates that a miniversion can only be accessed within the context of the transaction that created it. Ensure that the correct transaction is used.,Transaction Management
0x1A9B,The error 0x1A9B (ERROR_CANT_OPEN_MINIVERSION_WITH_MODIFY_INTENT) means that it is not possible to open a miniversion with modify access. Miniversions are intended for read-only operations.,Transaction Management
0x1A9C,The error 0x1A9C (ERROR_CANT_CREATE_MORE_STREAM_MINIVERSIONS) occurs when no more miniversions can be created for a stream. Limit the number of miniversions or consider cleaning up old versions.,Transaction Management
0x1A9E,The error 0x1A9E (ERROR_REMOTE_FILE_VERSION_MISMATCH) happens when the remote server sends a mismatched version number or Fid for a file involved in transactions. Verify the file version compatibility between the local and remote systems.,Transaction Management
0x1A9F,The error 0x1A9F (ERROR_HANDLE_NO_LONGER_VALID) indicates that a handle has been invalidated due to the transaction's ending or a rollback to a savepoint. Ensure that handles are closed properly after a transaction ends.,Transaction Management
0x1AA0,The error 0x1AA0 (ERROR_NO_TXF_METADATA) occurs when no transaction metadata is found on a file. Ensure that the file is correctly marked for transactional support.,Transaction Management
0x1AA1,The error 0x1AA1 (ERROR_LOG_CORRUPTION_DETECTED) indicates that log data is corrupt. Check the transaction logs for corruption and attempt to recover or repair the log data.,Transaction Management
0x1AA2,The error 0x1AA2 (ERROR_CANT_RECOVER_WITH_HANDLE_OPEN) happens when a file cannot be recovered because it has an open handle. Close any open handles on the file before attempting recovery.,Transaction Management
0x1AA3,The error 0x1AA3 (ERROR_RM_DISCONNECTED) occurs when the resource manager responsible for a transaction has disconnected making the transaction outcome unavailable. Reconnect the resource manager before proceeding.,Transaction Management
0x1AA4,The error 0x1AA4 (ERROR_ENLISTMENT_NOT_SUPERIOR) means the enlistment is not a superior enlistment and cannot proceed with the requested operation. Verify the enlistment hierarchy and ensure the correct enlistment type.,Transaction Management
